ID;Accounts;Credit_duration;Credit_history;Purpose_credit;Credit_amount;Savings;Seniority_employment;Installment_rate;Marital_status;Guarantees;Seniority_residence;Assets;Age;Other_credits;Status_residence;Nb_credits;Job;Number_of_dependents;Telephone;Credit
800;2;9;A32;A40;1549;0;2;4;A93;A101;2;A121;35;A143;A152;1;A171;1;A191;1
801;4;24;A34;A46;1597;1;5;4;A93;A101;4;A124;54;A143;A153;2;A173;2;A191;1
802;2;18;A34;A43;1795;1;5;3;A92;A103;4;A121;48;A141;A151;2;A172;1;A192;1
803;1;20;A34;A42;4272;1;5;1;A92;A101;4;A122;24;A143;A152;2;A173;1;A191;1
804;4;12;A34;A43;976;0;5;4;A93;A101;4;A123;35;A143;A152;2;A173;1;A191;1
805;2;12;A32;A40;7472;0;1;1;A92;A101;2;A121;24;A143;A151;1;A171;1;A191;1
806;1;36;A32;A40;9271;1;4;2;A93;A101;1;A123;24;A143;A152;1;A173;1;A192;2
807;2;6;A32;A43;590;1;2;3;A94;A101;3;A121;26;A143;A152;1;A172;1;A191;1
808;4;12;A34;A43;930;0;5;4;A93;A101;4;A121;65;A143;A152;4;A173;1;A191;1
809;2;42;A31;A41;9283;1;1;1;A93;A101;2;A124;55;A141;A153;1;A174;1;A192;1
810;2;15;A30;A40;1778;1;2;2;A92;A101;1;A121;26;A143;A151;2;A171;1;A191;2
811;2;8;A32;A49;907;1;2;3;A94;A101;2;A121;26;A143;A152;1;A173;1;A192;1
812;2;6;A32;A43;484;1;4;3;A94;A103;3;A121;28;A141;A152;1;A172;1;A191;1
813;1;36;A34;A41;9629;1;4;4;A93;A101;4;A123;24;A143;A152;2;A173;1;A192;2
814;1;48;A32;A44;3051;1;3;3;A93;A101;4;A123;54;A143;A152;1;A173;1;A191;2
815;1;48;A32;A40;3931;1;4;4;A93;A101;4;A124;46;A143;A153;1;A173;2;A191;2
816;2;36;A33;A40;7432;1;3;2;A92;A101;2;A122;54;A143;A151;1;A173;1;A191;1
817;4;6;A32;A44;1338;3;3;1;A91;A101;4;A121;62;A143;A152;1;A173;1;A191;1
818;4;6;A34;A43;1554;1;4;1;A92;A101;2;A123;24;A143;A151;2;A173;1;A192;1
819;1;36;A32;A41;15857;1;1;2;A91;A102;3;A123;43;A143;A152;1;A174;1;A191;1
820;1;18;A32;A43;1345;1;3;4;A94;A101;3;A121;26;A141;A152;1;A173;1;A191;2
821;4;12;A32;A40;1101;1;3;3;A94;A101;2;A121;27;A143;A152;2;A173;1;A192;1
822;3;12;A32;A43;3016;1;3;3;A94;A101;1;A123;24;A143;A152;1;A173;1;A191;1
823;1;36;A32;A42;2712;1;5;2;A93;A101;2;A122;41;A141;A152;1;A173;2;A191;2
824;1;8;A34;A40;731;1;5;4;A93;A101;4;A121;47;A143;A152;2;A172;1;A191;1
825;4;18;A34;A42;3780;1;2;3;A91;A101;2;A123;35;A143;A152;2;A174;1;A192;1
826;1;21;A34;A40;1602;1;5;4;A94;A101;3;A123;30;A143;A152;2;A173;1;A192;1
827;1;18;A34;A40;3966;1;5;1;A92;A101;4;A121;33;A141;A151;3;A173;1;A192;2
828;4;18;A30;A49;4165;1;3;2;A93;A101;2;A123;36;A142;A152;2;A173;2;A191;2
829;1;36;A32;A41;8335;0;5;3;A93;A101;4;A124;47;A143;A153;1;A173;1;A191;2
830;2;48;A33;A49;6681;0;3;4;A93;A101;4;A124;38;A143;A153;1;A173;2;A192;1
831;4;24;A33;A49;2375;3;3;4;A93;A101;2;A123;44;A143;A152;2;A173;2;A192;1
832;1;18;A32;A40;1216;1;2;4;A92;A101;3;A123;23;A143;A151;1;A173;1;A192;2
833;1;45;A30;A49;11816;1;5;2;A93;A101;4;A123;29;A143;A151;2;A173;1;A191;2
834;2;24;A32;A43;5084;0;5;2;A92;A101;4;A123;42;A143;A152;1;A173;1;A192;1
835;3;15;A32;A43;2327;1;2;2;A92;A101;3;A121;25;A143;A152;1;A172;1;A191;2
836;1;12;A30;A40;1082;1;3;4;A93;A101;4;A123;48;A141;A152;2;A173;1;A191;2
837;4;12;A32;A43;886;0;3;4;A92;A101;2;A123;21;A143;A152;1;A173;1;A191;1
838;4;4;A32;A42;601;1;2;1;A92;A101;3;A121;23;A143;A151;1;A172;2;A191;1
839;1;24;A34;A41;2957;1;5;4;A93;A101;4;A122;63;A143;A152;2;A173;1;A192;1
840;4;24;A34;A43;2611;1;5;4;A94;A102;3;A121;46;A143;A152;2;A173;1;A191;1
841;1;36;A32;A42;5179;1;4;4;A93;A101;2;A122;29;A143;A152;1;A173;1;A191;2
842;4;21;A33;A41;2993;1;3;3;A93;A101;2;A121;28;A142;A152;2;A172;1;A191;1
843;4;18;A32;A45;1943;1;2;4;A92;A101;4;A121;23;A143;A152;1;A173;1;A191;2
844;4;24;A31;A49;1559;1;4;4;A93;A101;4;A123;50;A141;A152;1;A173;1;A192;1
845;4;18;A32;A42;3422;1;5;4;A93;A101;4;A122;47;A141;A152;3;A173;2;A192;1
846;2;21;A32;A42;3976;0;4;2;A93;A101;3;A123;35;A143;A152;1;A173;1;A192;1
847;4;18;A32;A40;6761;0;3;2;A93;A101;4;A123;68;A143;A151;2;A173;1;A191;2
848;4;24;A32;A40;1249;1;2;4;A94;A101;2;A121;28;A143;A152;1;A173;1;A191;1
849;1;9;A32;A43;1364;1;4;3;A93;A101;4;A121;59;A143;A152;1;A173;1;A191;1
850;1;12;A32;A43;709;1;5;4;A93;A101;4;A121;57;A142;A152;1;A172;1;A191;2
851;1;20;A34;A40;2235;1;3;4;A94;A103;2;A122;33;A141;A151;2;A173;1;A191;2
852;4;24;A34;A41;4042;0;4;3;A93;A101;4;A122;43;A143;A152;2;A173;1;A192;1
853;4;15;A34;A43;1471;1;3;4;A93;A101;4;A124;35;A143;A153;2;A173;1;A192;1
854;1;18;A31;A40;1442;1;4;4;A93;A101;4;A124;32;A143;A153;2;A172;2;A191;2
855;4;36;A33;A40;10875;1;5;2;A93;A101;2;A123;45;A143;A152;2;A173;2;A192;1
856;4;24;A32;A40;1474;2;2;4;A94;A101;3;A121;33;A143;A152;1;A173;1;A192;1
857;4;10;A32;A48;894;0;4;4;A92;A101;3;A122;40;A143;A152;1;A173;1;A192;1
858;4;15;A34;A42;3343;1;3;4;A93;A101;2;A124;28;A143;A153;1;A173;1;A192;1
859;1;15;A32;A40;3959;1;3;3;A92;A101;2;A122;29;A143;A152;1;A173;1;A192;2
860;4;9;A32;A40;3577;2;3;1;A93;A103;2;A121;26;A143;A151;1;A173;2;A191;1
861;4;24;A34;A41;5804;4;3;4;A93;A101;2;A121;27;A143;A152;2;A173;1;A191;1
862;4;18;A33;A49;2169;1;3;4;A94;A101;2;A123;28;A143;A152;1;A173;1;A192;2
863;1;24;A32;A43;2439;1;2;4;A92;A101;4;A121;35;A143;A152;1;A173;1;A192;2
864;4;27;A34;A42;4526;4;2;4;A93;A101;2;A121;32;A142;A152;2;A172;2;A192;1
865;4;10;A32;A42;2210;1;3;2;A93;A101;2;A121;25;A141;A151;1;A172;1;A191;2
866;4;15;A32;A42;2221;3;3;2;A92;A101;4;A123;20;A143;A151;1;A173;1;A191;1
867;1;18;A32;A43;2389;1;2;4;A92;A101;1;A123;27;A142;A152;1;A173;1;A191;1
868;4;12;A34;A42;3331;1;5;2;A93;A101;4;A122;42;A142;A152;1;A173;1;A191;1
869;4;36;A32;A49;7409;0;5;3;A93;A101;2;A122;37;A143;A152;2;A173;1;A191;1
870;1;12;A32;A42;652;1;5;4;A92;A101;4;A122;24;A143;A151;1;A173;1;A191;1
871;4;36;A33;A42;7678;3;4;2;A92;A101;4;A123;40;A143;A152;2;A173;1;A192;1
872;3;6;A34;A40;1343;1;5;1;A93;A101;4;A121;46;A143;A152;2;A173;2;A191;1
873;1;24;A34;A49;1382;2;4;4;A93;A101;1;A121;26;A143;A152;2;A173;1;A192;1
874;4;15;A32;A44;874;0;2;4;A92;A101;1;A121;24;A143;A152;1;A173;1;A191;1
875;1;12;A32;A42;3590;1;3;2;A93;A102;2;A122;29;A143;A152;1;A172;2;A191;1
876;2;11;A34;A40;1322;4;3;4;A92;A101;4;A123;40;A143;A152;2;A173;1;A191;1
877;1;18;A31;A43;1940;1;2;3;A93;A102;4;A124;36;A141;A153;1;A174;1;A192;1
878;4;36;A32;A43;3595;1;5;4;A93;A101;2;A123;28;A143;A152;1;A173;1;A191;1
879;1;9;A32;A40;1422;1;2;3;A93;A101;2;A124;27;A143;A153;1;A174;1;A192;2
880;4;30;A34;A43;6742;0;4;2;A93;A101;3;A122;36;A143;A152;2;A173;1;A191;1
881;4;24;A32;A41;7814;1;4;3;A93;A101;3;A123;38;A143;A152;1;A174;1;A192;1
882;4;24;A32;A41;9277;0;3;2;A91;A101;4;A124;48;A143;A153;1;A173;1;A192;1
883;2;30;A34;A40;2181;0;5;4;A93;A101;4;A121;36;A143;A152;2;A173;1;A191;1
884;4;18;A34;A43;1098;1;1;4;A92;A101;4;A123;65;A143;A152;2;A171;1;A191;1
885;2;24;A32;A42;4057;1;4;3;A91;A101;3;A123;43;A143;A152;1;A173;1;A192;2
886;1;12;A32;A46;795;1;2;4;A92;A101;4;A122;53;A143;A152;1;A173;1;A191;2
887;2;24;A34;A49;2825;0;4;4;A93;A101;3;A124;34;A143;A152;2;A173;2;A192;1
888;2;48;A32;A49;15672;1;3;2;A93;A101;2;A123;23;A143;A152;1;A173;1;A192;2
889;4;36;A34;A40;6614;1;5;4;A93;A101;4;A123;34;A143;A152;2;A174;1;A192;1
890;4;28;A31;A41;7824;0;2;3;A93;A103;4;A121;40;A141;A151;2;A173;2;A192;1
891;1;27;A34;A49;2442;1;5;4;A93;A101;4;A123;43;A142;A152;4;A174;2;A192;1
892;4;15;A34;A43;1829;1;5;4;A93;A101;4;A123;46;A143;A152;2;A173;1;A192;1
893;1;12;A34;A40;2171;1;3;4;A93;A101;4;A122;38;A141;A152;2;A172;1;A191;1
894;2;36;A34;A41;5800;1;3;3;A93;A101;4;A123;34;A143;A152;2;A173;1;A192;1
895;4;18;A34;A43;1169;0;3;4;A93;A101;3;A122;29;A143;A152;2;A173;1;A192;1
896;4;36;A33;A41;8947;0;4;3;A93;A101;2;A123;31;A142;A152;1;A174;2;A192;1
897;1;21;A32;A43;2606;1;2;4;A92;A101;4;A122;28;A143;A151;1;A174;1;A192;1
898;4;12;A34;A42;1592;4;4;3;A92;A101;2;A122;35;A143;A152;1;A173;1;A191;1
899;4;15;A32;A42;2186;0;4;1;A92;A101;4;A121;33;A141;A151;1;A172;1;A191;1
900;1;18;A32;A42;4153;1;3;2;A93;A102;3;A123;42;A143;A152;1;A173;1;A191;2
901;1;16;A34;A40;2625;1;5;2;A93;A103;4;A122;43;A141;A151;1;A173;1;A192;2
902;4;20;A34;A40;3485;0;2;2;A91;A101;4;A121;44;A143;A152;2;A173;1;A192;1
903;4;36;A34;A41;10477;0;5;2;A93;A101;4;A124;42;A143;A153;2;A173;1;A191;1
904;4;15;A32;A43;1386;0;3;4;A94;A101;2;A121;40;A143;A151;1;A173;1;A192;1
905;4;24;A32;A43;1278;1;5;4;A93;A101;1;A121;36;A143;A152;1;A174;1;A192;1
906;1;12;A32;A43;1107;1;3;2;A93;A101;2;A121;20;A143;A151;1;A174;2;A192;1
907;1;21;A32;A40;3763;0;4;2;A93;A102;2;A121;24;A143;A152;1;A172;1;A191;1
908;2;36;A32;A46;3711;0;3;2;A94;A101;2;A123;27;A143;A152;1;A173;1;A191;1
909;4;15;A33;A41;3594;1;2;1;A92;A101;2;A122;46;A143;A152;2;A172;1;A191;1
910;2;9;A32;A40;3195;0;3;1;A92;A101;2;A121;33;A143;A152;1;A172;1;A191;1
911;4;36;A33;A43;4454;1;3;4;A92;A101;4;A121;34;A143;A152;2;A173;1;A191;1
912;2;24;A34;A42;4736;1;2;2;A92;A101;4;A123;25;A141;A152;1;A172;1;A191;2
913;2;30;A32;A43;2991;0;5;2;A92;A101;4;A123;25;A143;A152;1;A173;1;A191;1
914;4;11;A32;A49;2142;4;5;1;A91;A101;2;A121;28;A143;A152;1;A173;1;A192;1
915;1;24;A31;A49;3161;1;3;4;A93;A101;2;A122;31;A143;A151;1;A173;1;A192;2
916;2;48;A30;A41;18424;1;3;1;A92;A101;2;A122;32;A141;A152;1;A174;1;A192;2
917;4;10;A32;A41;2848;2;3;1;A93;A102;2;A121;32;A143;A152;1;A173;2;A191;1
918;1;6;A32;A40;14896;1;5;1;A93;A101;4;A124;68;A141;A152;1;A174;1;A192;2
919;1;24;A32;A42;2359;2;1;1;A91;A101;1;A122;33;A143;A152;1;A173;1;A191;2
920;1;24;A32;A42;3345;1;5;4;A93;A101;2;A122;39;A143;A151;1;A174;1;A192;2
921;4;18;A34;A42;1817;1;3;4;A92;A101;2;A124;28;A143;A152;2;A173;1;A191;1
922;4;48;A33;A43;12749;3;4;4;A93;A101;1;A123;37;A143;A152;1;A174;1;A192;1
923;1;9;A32;A43;1366;1;2;3;A92;A101;4;A122;22;A143;A151;1;A173;1;A191;2
924;2;12;A32;A40;2002;1;4;3;A93;A101;4;A122;30;A143;A151;1;A173;2;A192;1
925;1;24;A31;A42;6872;1;2;2;A91;A101;1;A122;55;A141;A152;1;A173;1;A192;2
926;1;12;A31;A40;697;1;2;4;A93;A101;2;A123;46;A141;A152;2;A173;1;A192;2
927;1;18;A34;A42;1049;1;2;4;A92;A101;4;A122;21;A143;A151;1;A173;1;A191;1
928;1;48;A32;A41;10297;1;4;4;A93;A101;4;A124;39;A142;A153;3;A173;2;A192;2
929;4;30;A32;A43;1867;0;5;4;A93;A101;4;A123;58;A143;A152;1;A173;1;A192;1
930;1;12;A33;A40;1344;1;3;4;A93;A101;2;A121;43;A143;A152;2;A172;2;A191;1
931;1;24;A32;A42;1747;1;2;4;A93;A102;1;A122;24;A143;A152;1;A172;1;A191;1
932;2;9;A32;A43;1670;1;2;4;A92;A101;2;A123;22;A143;A152;1;A173;1;A192;2
933;4;9;A34;A40;1224;1;3;3;A93;A101;1;A121;30;A143;A152;2;A173;1;A191;1
934;4;12;A34;A43;522;3;5;4;A93;A101;4;A122;42;A143;A152;2;A173;2;A192;1
935;1;12;A32;A43;1498;1;3;4;A92;A101;1;A123;23;A141;A152;1;A173;1;A191;1
936;2;30;A33;A43;1919;2;2;4;A93;A101;3;A124;30;A142;A152;2;A174;1;A191;2
937;3;9;A32;A43;745;1;3;3;A92;A101;2;A121;28;A143;A152;1;A172;1;A191;2
938;2;6;A32;A43;2063;1;2;4;A94;A101;3;A123;30;A143;A151;1;A174;1;A192;1
939;2;60;A32;A46;6288;1;3;4;A93;A101;4;A124;42;A143;A153;1;A173;1;A191;2
940;4;24;A34;A41;6842;0;3;2;A93;A101;4;A122;46;A143;A152;2;A174;2;A192;1
941;4;12;A32;A40;3527;0;2;2;A93;A101;3;A122;45;A143;A152;1;A174;2;A192;1
942;4;10;A32;A40;1546;1;3;3;A93;A101;2;A121;31;A143;A152;1;A172;2;A191;1
943;4;24;A32;A42;929;0;4;4;A93;A101;2;A123;31;A142;A152;1;A173;1;A192;1
944;4;4;A34;A40;1455;1;4;2;A93;A101;1;A121;42;A143;A152;3;A172;2;A191;1
945;1;15;A32;A42;1845;1;2;4;A92;A103;1;A122;46;A143;A151;1;A173;1;A191;1
946;2;48;A30;A40;8358;3;2;1;A92;A101;1;A123;30;A143;A152;2;A173;1;A191;1
947;1;24;A31;A42;3349;3;2;4;A93;A101;4;A124;30;A143;A153;1;A173;2;A192;2
948;4;12;A32;A40;2859;0;1;4;A93;A101;4;A124;38;A143;A152;1;A174;1;A192;1
949;4;18;A32;A42;1533;1;2;4;A94;A102;1;A122;43;A143;A152;1;A172;2;A191;2
950;4;24;A32;A43;3621;2;5;2;A93;A101;4;A123;31;A143;A152;2;A173;1;A191;2
951;2;18;A34;A49;3590;1;1;3;A94;A101;3;A123;40;A143;A152;3;A171;2;A192;1
952;1;36;A33;A49;2145;1;4;2;A93;A101;1;A123;24;A143;A152;2;A173;1;A192;2
953;2;24;A32;A41;4113;3;2;3;A92;A101;4;A123;28;A143;A151;1;A173;1;A191;2
954;4;36;A32;A42;10974;1;1;4;A92;A101;2;A123;26;A143;A152;2;A174;1;A192;2
955;1;12;A32;A40;1893;1;3;4;A92;A103;4;A122;29;A143;A152;1;A173;1;A192;1
956;1;24;A34;A43;1231;4;5;4;A92;A101;4;A122;57;A143;A151;2;A174;1;A192;1
957;3;30;A34;A43;3656;0;5;4;A93;A101;4;A122;49;A142;A152;2;A172;1;A191;1
958;2;9;A34;A43;1154;1;5;2;A93;A101;4;A121;37;A143;A152;3;A172;1;A191;1
959;1;28;A32;A40;4006;1;3;3;A93;A101;2;A123;45;A143;A152;1;A172;1;A191;2
960;2;24;A32;A42;3069;2;5;4;A93;A101;4;A124;30;A143;A153;1;A173;1;A191;1
961;4;6;A34;A43;1740;1;5;2;A94;A101;2;A121;30;A143;A151;2;A173;1;A191;1
962;2;21;A33;A40;2353;1;3;1;A91;A101;4;A122;47;A143;A152;2;A173;1;A191;1
963;4;15;A32;A40;3556;0;3;3;A93;A101;2;A124;29;A143;A152;1;A173;1;A191;1
964;4;24;A32;A43;2397;3;5;3;A93;A101;2;A123;35;A141;A152;2;A173;1;A192;2
965;2;6;A32;A45;454;1;2;3;A94;A101;1;A122;22;A143;A152;1;A172;1;A191;1
966;2;30;A32;A43;1715;0;3;4;A92;A101;1;A123;26;A143;A152;1;A173;1;A191;1
967;2;27;A34;A43;2520;3;3;4;A93;A101;2;A122;23;A143;A152;2;A172;1;A191;2
968;4;15;A32;A43;3568;1;5;4;A92;A101;2;A123;54;A141;A151;1;A174;1;A192;1
969;4;42;A32;A43;7166;0;4;2;A94;A101;4;A122;29;A143;A151;1;A173;1;A192;1
970;1;11;A34;A40;3939;1;3;1;A93;A101;2;A121;40;A143;A152;2;A172;2;A191;1
971;2;15;A32;A45;1514;2;3;4;A93;A103;2;A121;22;A143;A152;1;A173;1;A191;1
972;4;24;A32;A40;7393;1;3;1;A93;A101;4;A122;43;A143;A152;1;A172;2;A191;1
973;1;24;A31;A40;1193;1;1;1;A92;A102;4;A124;29;A143;A151;2;A171;1;A191;2
974;1;60;A32;A49;7297;1;5;4;A93;A102;4;A124;36;A143;A151;1;A173;1;A191;2
975;4;30;A34;A43;2831;1;3;4;A92;A101;2;A123;33;A143;A152;1;A173;1;A192;1
976;3;24;A32;A43;1258;3;3;3;A92;A101;3;A123;57;A143;A152;1;A172;1;A191;1
977;2;6;A32;A43;753;1;3;2;A92;A103;3;A121;64;A143;A152;1;A173;1;A191;1
978;2;18;A33;A49;2427;0;5;4;A93;A101;2;A122;42;A143;A152;2;A173;1;A191;1
979;4;24;A33;A40;2538;1;5;4;A93;A101;4;A123;47;A143;A152;2;A172;2;A191;2
980;2;15;A31;A40;1264;2;3;2;A94;A101;2;A122;25;A143;A151;1;A173;1;A191;2
981;2;30;A34;A42;8386;1;4;2;A93;A101;2;A122;49;A143;A152;1;A173;1;A191;2
982;4;48;A32;A49;4844;1;1;3;A93;A101;2;A123;33;A141;A151;1;A174;1;A192;2
983;3;21;A32;A40;2923;2;3;1;A92;A101;1;A123;28;A141;A152;1;A174;1;A192;1
984;1;36;A32;A41;8229;1;3;2;A93;A101;2;A122;26;A143;A152;1;A173;2;A191;2
985;4;24;A34;A42;2028;1;4;2;A93;A101;2;A122;30;A143;A152;2;A172;1;A191;1
986;1;15;A34;A42;1433;1;3;4;A92;A101;3;A122;25;A143;A151;2;A173;1;A191;1
987;3;42;A30;A49;6289;1;2;2;A91;A101;1;A122;33;A143;A152;2;A173;1;A191;1
988;4;13;A32;A43;1409;2;1;2;A92;A101;4;A121;64;A143;A152;1;A173;1;A191;1
989;1;24;A32;A41;6579;1;1;4;A93;A101;2;A124;29;A143;A153;1;A174;1;A192;1
990;2;24;A34;A43;1743;1;5;4;A93;A101;2;A122;48;A143;A152;2;A172;1;A191;1
991;4;12;A34;A46;3565;0;2;2;A93;A101;1;A122;37;A143;A152;2;A172;2;A191;1
992;4;15;A31;A43;1569;2;5;4;A93;A101;4;A123;34;A141;A152;1;A172;2;A191;1
993;1;18;A32;A43;1936;0;4;2;A94;A101;4;A123;23;A143;A151;2;A172;1;A191;1
994;1;36;A32;A42;3959;1;1;4;A93;A101;3;A122;30;A143;A152;1;A174;1;A192;1
995;4;12;A32;A40;2390;0;5;4;A93;A101;3;A123;50;A143;A152;1;A173;1;A192;1
996;4;12;A32;A42;1736;1;4;3;A92;A101;4;A121;31;A143;A152;1;A172;1;A191;1
997;1;30;A32;A41;3857;1;3;4;A91;A101;4;A122;40;A143;A152;1;A174;1;A192;1
998;4;12;A32;A43;804;1;5;4;A93;A101;4;A123;38;A143;A152;1;A173;1;A191;1
999;1;45;A32;A43;1845;1;3;4;A93;A101;4;A124;23;A143;A153;1;A173;1;A192;2
1000;2;45;A34;A41;4576;2;1;3;A93;A101;4;A123;27;A143;A152;1;A173;1;A191;1
