id;age;income;seniority;nbpoints;nbproducts;nbpurchases;usecredit;changeconsum;subscription;subscription2;response
5092;29;2091.95;14;2;15;49;0;1.5;0;79.8;N
5093;25;333.39;1;1;4;34;0;1.33;0;10.39;N
5094;25;1996.76;1;1;7;57;0;1;0;0;N
5095;29;280.74;6;2;4;19;0;1;0;0;N
5096;19;279.36;1;1;2;10;0;1;0;0;N
5097;18;448.47;1;1;2;14;0;1;0;0;N
5098;45;4694.81;1;2;6;34;0;1;0;0;N
5099;33;2069.47;10;3;16;76;25.61;1.67;569.18;94.96;O
5100;29;2580.44;13;3;14;47;0;1.07;0;4.97;N
5101;56;731.71;1;0;4;1;;1;0;0;N
5102;37;968.14;21;1;6;40;0;1;0;56.68;N
5103;37;166.71;1;0;2;3;0;1;0;0;N
5104;44;2624.4;21;2;8;40;137.2;1.14;3801.66;0;N
5105;43;1573.27;1;1;6;49;0;1;0;0;N
5106;24;2565.05;1;1;7;66;0;1.17;0;33.82;N
5107;51;1426.07;4;1;7;18;0;1.33;0;0;N
5108;33;879.71;1;1;8;29;0;1.5;0;0;N
5109;44;772.8;12;1;5;15;0;1;0;0;N
5110;39;1999.81;1;1;6;47;0;0.83;0;0;N
5111;35;4480.75;1;4;14;94;0;1.07;0;0;N
5112;20;707.71;1;3;7;25;29.98;2.5;488.88;0;O
5113;44;2463.46;1;2;5;57;0;1.25;0;0;N
5114;38;5780.84;14;2;16;79;0;1.13;0;0;N
5115;47;2442.49;9;2;19;35;155.48;1.11;172.37;101.58;N
5116;25;2168.29;10;3;14;70;92.74;1.07;1553.89;0;N
5117;38;403.28;1;1;3;15;0;1;0;0;N
5118;37;2359.17;21;1;7;47;0;1;0;0;N
5119;21;1236.67;1;2;9;38;50.81;1.43;678.47;0;N
5120;55;2366.84;1;1;13;38;0;1.36;0;72.91;O
5121;29;800.15;1;1;5;42;0;1;0;0;N
5122;20;339.45;1;1;3;5;0;1;0;0;N
5123;49;3157.09;1;0;2;1;0;1;0;0;N
5124;67;584.01;1;1;4;2;0;1;0;0;N
5125;22;454.49;1;1;6;8;0;1;0;0;N
5126;54;3364.09;18;4;16;79;95.86;1.29;1471.41;30.12;N
5127;57;45.73;1;0;3;1;;1;0;0;N
5128;27;0;1;0;2;1;0;1;0;0;N
5129;68;2262.5;1;1;9;40;0;1;0;0;N
5130;32;1059.55;1;1;5;33;0;1;0;6.9;N
5131;55;438.89;1;1;7;31;0;0.86;0;59.63;N
5132;26;2408.32;4;3;17;58;99.09;1.2;1348.42;0;N
5133;27;2175.35;10;2;13;50;1.36;1.36;0;14.23;N
5134;70;;1;1;2;1;;1;0;0;N
5135;38;428.22;2;1;3;7;0;1;0;0;N
5136;62;1783.7;1;1;5;29;0;1.5;0;48.36;N
5137;27;604.28;1;2;6;43;0;1;0;0;N
5138;27;973.15;6;2;7;27;0;1.17;0;0;N
5139;35;147.52;11;0;2;2;0;1;0;0;N
5140;63;1212.7;1;1;2;18;0;1;0;0;N
5141;31;500.69;1;1;3;31;0;1;0;0;N
5142;37;2142.83;10;2;13;43;1.02;1.5;127.04;80.16;N
5143;33;2568.75;20;2;18;78;0;1;0;88.58;N
5144;28;178.45;1;1;4;5;0;1.67;0;0;N
5145;32;4560.64;6;2;17;64;0;0.94;0;0.43;N
5146;32;2610.42;1;2;12;54;0;1.4;0;0;N
5147;40;475.17;1;0;5;4;0;1;0;0;N
5148;30;1912.13;1;2;7;32;76.53;2.5;156.43;0;N
5149;51;0;1;0;1;1;;1;0;0;N
5150;42;194.21;1;1;2;1;0;1;0;0;N
5151;27;362.09;15;2;8;21;383.7;1.29;118.95;0;N
5152;22;474.76;1;2;5;15;0;1.5;0;0;N
5153;32;1429.85;12;1;5;24;0;1;0;0;N
5154;29;2826.02;7;2;11;58;0;1.2;0;0;N
5155;44;85.75;1;0;1;7;0;1;0;0;N
5156;55;959.83;1;1;4;6;0;1;0;0;N
5157;32;805.57;1;1;7;14;2.03;1.8;0;0;O
5158;26;456.9;1;0;4;18;0;1;0;42.7;O
5159;34;1732.54;1;1;4;49;0;1.33;0;0;N
5160;45;2115.83;21;3;17;69;137.2;1.27;3750.69;100.17;O
5161;29;1645.1;1;1;6;28;0;2.67;0;0;N
5162;19;1486.15;1;2;13;60;151.74;1.36;1680.64;4.9;O
5163;48;2379.46;1;1;10;45;0;2.17;0;28.64;O
5164;35;304.12;1;1;7;3;0;1.6;0;0;O
5165;30;1498.62;1;3;11;69;0;1.2;0;0;O
5166;45;3147.06;1;1;11;31;0;1.1;0;5.87;N
5167;23;150.62;1;1;6;17;0;1.4;0;0;N
5168;32;617.21;17;0;3;9;0;1;0;0;N
5169;34;155.98;5;0;2;1;0;1;0;0;N
5170;43;2051.23;1;2;11;35;0;1;0;0;N
5171;22;2127.86;1;1;8;46;0;1.43;0;0;O
5172;41;3187.32;1;1;5;18;0;2.33;0;5.33;N
5173;30;2303.12;1;1;5;56;45.73;1;485.31;0;O
5174;27;3246.92;10;2;10;32;133.79;1;626.64;0;N
5175;26;1883.47;7;1;4;42;0;1.67;0;0;N
5176;30;227.58;11;0;5;4;0;0.8;0;4.81;N
5177;30;2923.79;1;2;8;77;0;1;0;0;N
5178;49;609.8;1;0;1;1;0;1;0;0;N
5179;67;2140.51;1;1;4;48;0;0.75;0;0;N
5180;20;873.06;1;1;7;45;0;1.33;0;0;N
5181;34;184.05;1;0;2;5;0;1;0;3.19;N
5182;30;432.05;1;1;4;12;0;1;0;0;O
5183;55;0;1;0;4;1;;1;0;0;N
5184;26;3004.48;10;3;16;73;49.54;1.21;525.28;3.69;N
5185;26;864.57;11;2;7;40;0;1.8;0;7.09;O
5186;25;1437.29;1;1;9;28;0;1.43;0;16.57;N
5187;19;22.54;1;1;3;4;;1;0;10.35;N
5188;29;2171.06;1;2;9;80;160.31;1.57;628.71;0;O
5189;38;83.28;1;1;6;7;60.63;1;1144.41;25.47;N
5190;28;1562.82;7;2;7;57;258.15;1;1276.18;12.19;N
5191;24;400.92;1;1;5;18;0;1;0;16.3;N
5192;44;73.06;1;1;2;2;0;1;0;0;N
5193;20;52.03;1;0;3;4;82.32;1;2532.16;0;N
5194;53;102.3;3;0;2;1;0;1;0;36.25;N
5195;41;1486.53;1;1;8;58;45.73;1.5;666.22;0;N
5196;37;1248.81;1;2;6;31;285.47;1;656.2;20.21;N
5197;59;3486.32;21;2;15;36;0;1.07;0;0;O
5198;38;788.85;21;2;14;38;0;0.93;0;66.11;N
5199;58;1221.97;6;1;7;39;0;1;0;44.3;N
5200;31;1419.78;2;2;10;32;8.64;1.5;177.99;0;O
5201;34;1277.9;4;3;13;21;0;2.25;0;2.45;O
5202;48;45.73;1;0;3;1;;1;0;0;N
5203;35;853.22;1;1;4;17;0;1;0;0;N
5204;43;452.87;1;0;1;5;0;1;0;0;N
5205;36;1072.51;2;2;7;28;0;1.14;0;5.06;O
5206;68;281.13;1;0;6;10;0;1.4;0;0;N
5207;21;325.19;1;1;5;32;0;1;0;13.68;N
5208;28;1566.63;18;1;7;37;0;1;0;0;N
5209;31;783.25;6;2;10;48;0;1;0;0;N
5210;27;2628.73;1;2;10;35;2.03;1.5;0;66.53;N
5211;19;311.81;1;2;6;13;0;1.4;0;0;N
5212;27;1780.8;1;1;6;23;0;1.2;0;0;N
5213;32;2415.35;15;1;9;44;0;1;0;0;N
5214;21;79.08;1;1;4;9;0;1;0;0;N
5215;60;2287.52;1;0;2;1;0;1;0;0;N
5216;25;2422.27;8;3;20;68;0;1;0;74.46;N
5217;37;96.97;1;0;2;2;0;1;0;0;N
5218;51;2935.13;8;2;15;38;0;1;0;26.95;N
5219;62;2312.33;1;1;7;55;0;1.33;0;0;O
5220;40;997.28;4;2;11;59;2.03;1.88;0;20;N
5221;27;1134.26;1;2;7;34;12.82;1;63.42;0;N
5222;26;2439.19;11;3;11;80;12.93;1;15.67;59.8;N
5223;52;631.34;5;1;4;9;100.37;1;1984.47;0;N
5224;34;1027.9;1;2;7;19;0;0.86;0;10.59;O
5225;48;597.99;1;0;7;8;0;1;316.14;0;N
5226;21;377.31;1;1;7;19;0;2.25;0;25.14;N
5227;22;1193;3;3;13;50;61.39;1.36;1494.31;0;O
5228;40;60.32;1;1;8;3;130.85;1;3598.08;0;N
5229;44;392.41;1;1;5;11;0;1.5;0;0;N
5230;18;155.22;1;1;2;6;0;1;0;0;N
5231;29;1165.44;1;1;8;33;0;1.5;0;0;N
5232;22;754.62;1;1;7;40;0;1.17;0;11.31;N
5233;32;2010.5;1;2;8;69;0;1;0;0;N
5234;54;284.66;1;2;5;8;40.5;2.33;374.22;2.03;O
5235;35;5490.79;11;2;7;75;0;1;0;0;N
5236;63;4268.08;1;0;6;3;0;1;0;0;N
5237;22;766.99;1;1;8;32;0;1.67;0;0;N
5238;39;734.43;1;2;4;17;49.69;1;754.97;0;N
5239;78;134.44;1;1;12;3;0;1;0;0;N
5240;36;4890.67;3;3;20;126;0;1.05;0;16.47;N
5241;27;245.97;1;1;5;6;0;0.83;0;31.02;N
5242;24;438.52;1;1;5;24;0;1;0;0;N
5243;34;975.49;1;1;8;41;62.44;1.43;842.91;0;N
5244;33;1833.69;1;2;6;63;83.34;1.2;1250.89;0;N
5245;58;2001.11;1;2;11;80;73.03;1.33;2924.77;76.05;O
5246;37;8898.59;1;2;12;61;0;1.18;0;15.45;N
5247;26;2916.01;7;2;7;47;60.98;0.86;937.99;0;N
5248;30;0;1;1;2;2;;1;0;0;N
5249;25;1631.14;10;1;11;35;0;0.91;0;10.92;N
5250;50;511.43;3;0;2;12;0;2;0;0;N
5251;30;2296.86;17;2;13;68;0;1.17;0;8.73;N
5252;19;1959.89;1;1;5;20;0;1.25;0;0;N
5253;50;2767.1;1;2;3;27;0;1.5;0;0;N
5254;24;1504.22;1;2;6;33;0;1;0;0;N
5255;34;1690.94;17;1;10;43;1.52;1.5;0;0;N
5256;71;1877.79;1;0;3;21;0;1;0;0;N
5257;23;1196.15;4;2;10;44;102.76;1;653.97;9.51;N
5258;32;2672.7;1;1;10;24;613.64;1.86;1083.66;49.37;O
5259;23;1.81;1;1;4;3;0;1;0;0;N
5260;20;412.14;1;1;3;5;0;1;0;0;N
5261;30;1909.22;1;2;4;26;0;1;0;0;N
5262;27;;1;0;4;1;;1;0;0;N
5263;43;1750.24;1;1;2;26;0;1;0;0;N
5264;35;1155.95;1;1;6;25;0;1.75;0;0;N
5265;24;0;1;0;2;1;0;1;0;0;N
5266;25;1801.03;1;1;5;65;0;1;0;0;N
5267;23;1200.21;5;1;7;33;0;1;0;137.59;N
5268;40;47.3;1;0;1;1;0;1;0;0;N
5269;42;1795.1;1;1;5;35;2.03;1.5;0;0;O
5270;31;1536.35;1;1;6;20;0;1;0;0;N
5271;42;1867.28;1;1;12;23;0;1.88;0;27.63;N
5272;58;596.19;1;1;2;17;0;1;0;0;N
5273;60;604.15;1;1;2;16;0;1;0;0;O
5274;19;149.78;1;1;3;5;0;1;0;0;N
5275;29;1524.49;1;0;2;1;;1;0;0;N
5276;25;642.03;1;1;4;27;0;1;0;0;N
5277;27;5127.1;1;2;6;51;0;0.83;0;0;N
5278;45;3533.1;1;1;4;16;0;1;0;0;N
5279;58;;1;1;3;1;;1;0;0;N
5280;44;0;1;1;2;7;0;1;0;0;N
5281;46;224.64;21;0;6;1;0;1;0;0;N
5282;38;2830.71;19;1;7;29;0;1;0;49.56;N
5283;21;42.09;1;1;4;1;0;1.67;0;0;N
5284;91;487.8;1;0;3;2;0;1.5;0;0;N
5285;30;1713.3;1;2;4;56;0;1;0;0;N
5286;24;653.82;1;1;8;28;0;1.67;0;25.81;N
5287;42;372.02;1;2;6;13;269.06;0.83;1493.71;0;N
5288;20;889.32;1;1;5;26;0;1;0;0;N
5289;32;2715.69;2;1;8;63;0;1;0;0;N
5290;30;695.69;1;1;9;24;0;1.83;0;5.49;O
5291;23;414.43;1;1;5;30;0;1.5;0;0;N
5292;18;804.22;1;1;6;28;0;2;0;0;N
5293;24;1169.52;1;1;7;33;0;2.25;0;72.45;N
5294;21;313.65;1;1;6;13;0;1.4;0;0;N
5295;52;568.54;1;0;2;3;0;1;0;0;N
5296;27;272.98;1;0;2;4;0;1;0;0;N
5297;30;2404.79;1;2;7;85;0;1;0;0;O
5298;65;1177.53;1;1;4;27;0;2.5;0;0;N
5299;30;1469.33;1;1;5;36;0;1.2;0;0;N
5300;22;155.38;1;1;7;11;0;1.33;0;2.6;N
5301;46;456.34;1;1;2;14;0;1;0;0;N
5302;33;776.31;1;1;4;35;0;6;0;0;N
5303;64;526.68;1;0;3;19;0;1;0;0;N
5304;35;939.62;1;2;10;55;73.02;1.33;688.35;52.76;N
5305;30;94.54;1;0;1;1;0;1;0;0;N
5306;28;1571.77;1;1;6;45;0;1;0;0;N
5307;35;1224.65;2;2;8;41;0;1.14;0;8.17;N
5308;22;460.01;1;1;4;22;0;1.25;0;0;N
5309;25;1332.99;2;3;10;62;73.7;1.5;1959.31;0;O
5310;37;1869.24;1;3;9;36;0;0.9;0;24.46;N
5311;51;1500.88;1;1;4;18;75.06;1;1818.6;0;N
5312;41;1514.55;3;2;10;20;0;1.38;0;8.47;N
5313;50;1345.68;1;1;6;22;0;1;0;0;N
5314;31;1546.28;15;1;6;43;0;1;0;10.1;N
5315;30;2292.69;1;2;12;42;1.02;1.5;0;76.54;N
5316;36;3574.75;21;1;9;26;0;1;0;0;N
5317;18;182.84;1;1;3;3;0;1;0;42.95;N
5318;81;712.23;1;1;4;25;0;1;0;0;N
5319;54;1409.53;1;1;3;15;0;1;0;0;O
5320;29;4942.54;5;4;17;48;491.68;0.89;14737.67;16.34;N
5321;26;2917.2;8;1;7;44;0;1.17;0;0;N
5322;30;386.28;1;2;5;10;0;4;0;1.05;O
5323;33;594.32;1;1;5;12;45.73;1;547.16;15.28;N
5324;24;528.3;1;1;4;22;0;1;0;0;N
5325;40;2449.08;1;2;15;29;0;2.1;0;117.84;O
5326;48;5280.37;1;0;4;10;80;1.25;338;0;N
5327;62;634.38;1;1;3;20;0;1;0;0;N
5328;27;2958.16;12;2;12;57;0;1;0;7.95;N
5329;61;250.98;1;0;4;3;0;1.33;0;50.5;N
5330;36;1740.35;1;3;8;45;68.5;1.5;1380.11;0;N
5331;26;65.36;1;0;2;2;0;1;0;0;N
5332;37;384.19;2;2;5;14;16.6;3.5;246.69;0;N
5333;38;793.49;1;1;7;42;0;1.6;0;0;N
5334;34;1677.67;14;1;5;40;0;1;0;0;N
5335;33;1861.13;1;1;3;42;0;1;0;0;N
5336;32;1993.19;17;2;8;37;0;1.67;0;0;N
5337;20;319.47;1;1;5;11;0;2;0;0;N
5338;21;802.76;1;1;7;47;45.73;1;606.05;0;N
5339;27;1782.23;12;2;18;35;0;1.19;0;32.48;N
5340;22;1816.54;1;1;4;24;0;1.67;0;0;N
5341;20;0;1;0;3;1;;1.5;0;0.54;N
5342;66;698.25;1;2;13;15;4.07;1.78;0;111.38;N
5343;45;481.62;1;1;5;15;0;1;0;2.53;N
5344;21;214.27;1;1;6;10;0;1.2;0;6.17;N
5345;27;1054.91;1;1;5;62;0;1.25;0;0;N
5346;22;754.57;1;1;7;34;58.29;1.33;598.86;0;N
5347;52;25.03;3;0;4;9;0;1;0;0;N
5348;61;1927.46;1;1;11;26;0;1.2;0;0;N
5349;24;1893.57;4;3;10;48;1.02;1.11;380.83;19.5;O
5350;18;262.82;1;1;3;7;0;1.5;0;0.78;N
5351;26;823.61;1;1;5;13;0;3.5;0;0;O
5352;34;959.47;1;1;3;27;0;1;0;3.21;O
5353;36;1600.91;5;3;10;81;10.16;1.22;329.61;0;N
5354;23;191.01;1;3;7;11;0;1.33;0;0;N
5355;25;2838.16;5;3;18;57;1.02;1.69;0;31.68;N
5356;22;425.69;1;2;6;15;45.19;0.86;213.02;0;O
5357;48;1841.21;1;1;4;7;0;1;0;0;N
5358;25;2253.3;1;1;7;65;0;1;0;0;N
5359;26;1854.37;9;2;11;49;0;1;0;142.05;N
5360;44;3518.15;1;1;6;41;0;1.4;0;0;N
5361;76;117.4;1;0;3;1;0;1;0;0;N
5362;36;463.25;1;1;4;12;0;1;0;0;O
5363;23;708.38;1;1;3;10;0;1;0;0;N
5364;24;127.65;1;1;4;9;0;1;0;0;N
5365;37;2228.04;13;3;13;47;1.11;1.45;0;91.37;N
5366;28;1330.77;8;1;6;45;0;1;0;0;O
5367;22;794.76;1;1;5;18;0;1.25;0;0;N
5368;59;2924.7;1;1;2;52;0;1;0;0;O
5369;19;404.43;1;1;3;17;0;1;0;0;N
5370;36;111.73;1;0;2;2;0;1;0;47.06;N
5371;29;1033.56;2;1;4;29;0;1;0;0;N
5372;50;828.24;1;1;2;8;0;1;0;0;N
5373;50;2109.44;1;1;8;51;0;1;0;54.21;N
5374;21;939.61;1;2;10;26;46.5;1.38;812.99;5.97;O
5375;20;945.23;1;2;8;30;57.17;1.29;1110.97;6.17;N
5376;27;1189.16;1;0;2;17;0;1;0;0;N
5377;28;1893.22;1;1;2;34;0;1;0;0;N
5378;20;1084.53;1;2;4;32;0;1.67;0;0;N
5379;22;509.45;1;1;8;28;0;1.67;0;113.48;N
5380;46;1032.84;1;2;9;35;45.63;1.57;234.94;0;O
5381;40;2070.7;1;2;13;42;296.72;1.17;956.93;53.17;O
5382;44;173.64;1;0;2;3;0;1;0;0;N
5383;33;971.73;1;0;7;15;60.98;1;1121.91;11.19;N
5384;33;1410.33;7;2;9;42;76.22;1.57;2166.63;0;N
5385;29;313.25;1;2;5;7;55.34;1.25;2112.27;0;N
5386;34;0;1;0;1;1;0;1;0;0;N
5387;24;2937.69;1;2;8;70;0;1.43;0;0;O
5388;21;737.26;1;1;8;36;0;1.67;0;4.11;N
5389;75;1175.55;1;1;7;19;0;1;0;0;N
5390;25;393.1;1;1;3;17;0;0.67;0;0;N
5391;37;0;1;0;2;2;0;1;0;0;N
5392;50;357.28;1;1;4;17;0;1;0;0;N
5393;26;1025.56;13;2;13;58;0;1.17;0;5.28;N
5394;22;44.8;1;2;7;30;0;1.17;0;0;N
5395;37;243.58;1;0;2;9;0;1;0;0;N
5396;23;937.68;1;1;4;14;0;1;0;0;N
5397;26;1649.58;12;2;10;53;403.11;1.22;1118.13;0;N
5398;29;1077.66;1;1;7;46;16.62;1.8;628.77;4.65;N
5399;28;1448.84;1;1;4;39;0;1.33;0;0;N
5400;24;1345.98;5;2;10;47;0;1;0;0;N
5401;26;185.77;1;0;2;2;0;0.5;0;0;N
5402;29;654.87;1;1;8;23;0;2.2;0;9.09;O
5403;36;1123.12;1;1;7;49;0;0.86;0;5.32;N
5404;50;1260.7;1;1;4;8;0;1;0;0;N
5405;44;45.73;1;0;2;2;0;1;0;0;N
5406;26;1194.4;1;1;6;35;0;1.4;0;0;N
5407;48;391.31;1;1;4;5;0;1.33;0;0;N
5408;20;411.15;1;1;3;20;0;1;0;0;N
5409;23;1316.44;1;1;12;57;76.22;;0;19.36;N
5410;23;726.15;1;1;8;21;230.45;0.88;541.53;83.51;O
5411;35;17.12;1;0;3;1;0;1;0;0;N
5412;43;1256.13;1;3;6;49;8.8;1.75;56.65;0;N
5413;51;604.7;1;0;3;4;0;1;0;0;N
5414;62;640.85;11;0;5;1;0;1;0;0;N
5415;71;2068.62;1;2;12;44;0;1.4;0;0;N
5416;29;1318.07;13;1;6;20;0;1;0;0;N
5417;21;130.63;1;1;3;2;0;1.5;0;0;N
5418;39;0;1;0;2;1;0;1;0;0;N
5419;28;4128.4;14;4;13;72;0;1;0;9.58;N
5420;32;943.5;1;2;9;18;16.21;1;6.41;0;N
5421;34;512.53;1;1;4;14;0;1;0;0;N
5422;27;1298.82;1;2;9;37;26.17;1.57;723.61;25.18;N
5423;46;747.24;31;1;5;21;0;1;0;0;N
5424;38;7467.1;12;3;15;102;37.12;1.21;1474;72.05;N
5425;81;1553.6;1;1;3;10;0;1;0;0;N
5426;35;;1;0;4;1;;1;0;0;N
5427;29;941.02;1;1;6;30;0;1;0;0;N
5428;19;275.82;1;2;10;20;32.52;1.71;746.02;0;O
5429;31;601.23;1;1;3;25;0;1;0;8.36;N
5430;41;405.73;1;1;4;8;0;1;0;28.46;N
5431;26;546.14;1;1;6;19;0;2;0;5.21;N
5432;38;1342.67;21;2;15;31;580.8;1.14;232.38;97.53;O
5433;40;1561.92;1;1;6;48;39.92;2;1357.73;29.39;N
5434;26;1120.05;1;1;5;19;0;2.67;0;0;N
5435;60;895.14;1;1;8;36;0;1.5;0;7.57;N
5436;23;114.8;1;2;4;8;45.51;0.75;84.14;0;N
5437;29;2077.7;15;2;17;56;0;1.75;0;96.43;O
5438;42;412.46;1;1;2;7;0;1;0;0;N
5439;38;1675.52;1;1;4;19;0;1;0;0;N
5440;34;99.41;6;2;6;8;92.08;1;2595.23;0;N
5441;25;639.01;1;1;12;14;0;1.3;0;33.06;O
5442;19;516.54;1;2;5;11;0;1.25;0;0;N
5443;26;1163.46;4;2;12;27;16.57;2;299.78;13.63;O
5444;32;897.18;1;2;8;22;0;1.67;0;3.46;N
5445;20;269.62;1;1;4;4;0;1;0;0;N
5446;18;64.32;1;1;4;3;0;1;0;0;N
5447;72;13.25;1;0;3;2;0;1;0;0;N
5448;31;1530.54;12;2;12;49;330.86;1.08;2720.18;79.79;N
5449;45;81.28;1;0;1;1;0;1;0;0;N
5450;33;1441.06;1;1;5;32;0;1;0;0;N
5451;29;2133.83;1;3;11;60;128.62;0.91;448.05;52.66;N
5452;56;956.52;1;1;4;15;0;1;0;0;N
5453;38;15.46;1;0;3;6;0;1;0;31.19;N
5454;33;1358.1;1;2;7;15;10.45;1.8;209.52;0;N
5455;24;918.23;1;1;5;19;18.55;2;1248.72;0;N
5456;30;2720.34;1;1;7;69;0;1;0;5.64;O
5457;29;941.72;10;1;8;22;0;1;0;50.78;N
5458;50;173.27;14;0;5;6;0;1.25;0;0;N
5459;32;1100.33;1;1;5;22;0;1.5;0;0;N
5460;22;92.64;1;1;4;8;0;6;0;0;N
5461;38;1330.34;1;1;5;71;0;1.5;0;44.04;O
5462;34;1676.19;1;2;4;43;37.7;1.67;493.27;0;N
5463;26;284.71;1;1;4;21;0;1.33;0;0;N
5464;29;6015.38;2;2;16;103;0;1.13;0;0.5;N
5465;27;1987.24;1;1;4;56;2.03;3;0;0;N
5466;53;0.49;1;0;5;4;0;1;0;0;N
5467;26;840.69;1;1;6;9;0;0.83;0;0;N
5468;25;1215.69;4;2;9;23;83.85;1.83;459.48;0;N
5469;40;621.84;1;1;3;9;0;1;0;0;N
5470;51;2737.4;1;1;4;74;0;1;0;0;N
5471;33;2565.38;12;1;6;57;0;1;0;0;N
5472;19;289.41;1;0;3;17;0;1;0;0;N
5473;20;465.63;1;1;6;29;0;1;0;0;N
5474;34;604.61;1;1;4;11;0;1.67;0;15.58;N
5475;40;5335.71;1;0;3;1;0;1;0;0;N
5476;47;565.47;1;1;7;31;0;2.25;0;11.28;N
5477;58;2392.75;1;1;8;39;0;1;0;0;N
5478;29;1303.91;11;1;9;54;0;0.89;0;0;N
5479;26;830.35;1;1;3;5;;2;0;0;N
5480;21;586.66;2;1;4;20;0;1;0;58.29;N
5481;35;850.08;1;1;5;39;0;2.33;0;15.56;O
5482;25;2138.02;4;1;7;54;0;0.75;0;96.03;O
5483;32;682.03;1;0;6;2;3061.19;1;0;0;N
5484;50;572.42;1;2;4;12;0;2;0;0;O
5485;44;620.26;2;0;6;5;0;1.2;0;11.49;N
5486;27;778.68;1;1;3;41;0;1;0;0;N
5487;46;1815.71;1;2;7;33;442.16;1.33;254.17;16.13;N
5488;23;738.49;1;1;5;33;0;1;0;7.09;N
5489;28;822.58;1;2;4;27;60.98;1;1426.91;0;N
5490;28;2206.59;3;5;20;71;58.44;1.41;1164.51;0;O
5491;39;1326.42;8;2;9;26;85.4;1.83;218.93;0;O
5492;29;2130.77;1;2;7;68;69.65;1.5;2225.99;0;O
5493;34;1356.42;1;3;9;28;115.89;1.43;1371.99;61.61;N
5494;61;729.45;1;1;8;12;0;1;0;33.27;N
5495;19;191.39;1;1;3;5;0;1;0;0;N
5496;37;763.27;1;2;4;32;0;1;0;0;N
5497;23;299.94;6;1;8;13;122.83;0.88;115.82;0;N
5498;63;0;1;0;2;1;0;0.5;0;0;N
5499;21;34.55;1;0;2;1;0;1;0;0;N
5500;33;3411.07;1;2;13;103;80.7;1.36;473.98;0;N
5501;34;3047.82;6;5;20;85;421.22;1.23;1776.47;82.4;N
5502;19;212.01;1;0;2;2;0;1;0;0;N
5503;33;3949.52;1;1;7;44;0;1.6;0;0;N
5504;48;69.46;1;1;4;17;0;1;0;0;N
5505;31;2318.83;1;1;8;60;0;1;0;44.55;N
5506;27;638.57;1;1;3;7;0;1.5;0;0;N
5507;46;1888.53;1;1;11;30;0;1.33;0;73.1;O
5508;45;223.02;1;0;4;6;0;1;0;5.28;N
5509;41;1580.92;1;2;8;55;0;1;0;0;N
5510;38;132.62;1;1;3;3;0;1;0;0;O
5511;26;1245.35;1;1;5;46;0;1;0;0;N
5512;34;3347.79;14;1;6;29;0;1;0;7.97;N
5513;34;2256.78;9;1;10;42;60.98;0.9;1418.73;9.88;N
5514;25;755.95;11;2;6;29;28.31;1;75.07;0;N
5515;25;2427.91;8;3;20;86;2.03;1.3;0;22.37;N
5516;37;0;1;0;1;1;;1;0;0;N
5517;34;694;1;1;4;32;0;1;0;9.01;N
5518;61;35.74;1;0;3;1;0;1;0;0;N
5519;31;1994.63;6;3;9;75;183.24;1.57;754.79;0;N
5520;19;244.79;1;2;4;13;25.78;1.33;404.15;0;O
5521;63;1169.52;1;1;2;13;0;1;0;0;N
5522;43;901.97;1;1;5;25;215.46;1;931.14;32.79;N
5523;26;1677.47;1;2;8;37;0;1.5;0;0;N
5524;28;2517.65;11;2;7;78;0;1;0;0;O
5525;36;1263.45;16;1;8;21;0;1;0;0;N
5526;24;2571.78;8;2;10;72;0;1.11;0;8.37;N
5527;21;397.15;1;1;3;12;0;1;0;0;N
5528;60;1253.45;1;1;4;30;0;1;0;0;N
5529;47;394.59;10;1;3;4;0;1;0;22.6;O
5530;31;55.06;1;1;2;2;0;1;0;0;N
5531;26;1966.42;9;1;7;63;0;1.6;0;0;N
5532;39;1025.99;1;0;2;27;0;1;0;0;N
5533;60;2269.65;1;2;10;18;41.92;1;1219.83;0;N
5534;46;123.67;1;1;2;6;0;1;0;0;N
5535;26;2005.2;1;1;9;53;0;1.13;0;36.14;N
5536;37;1167.19;1;1;3;17;0;1;0;0;N
5537;51;2536.39;3;1;6;51;0;1.2;0;49.58;N
5538;25;1122.55;7;2;12;41;0;1.3;0;0;N
5539;33;2065.23;7;2;6;49;0;1;0;0;N
5540;40;2057.93;1;1;5;40;0;1;0;0;N
5541;54;42.74;1;0;2;9;0;1;0;0;N
5542;31;4365.66;14;1;11;108;0;1;0;0;N
5543;21;563.23;1;1;2;17;0;1;0;0;N
5544;36;3239.87;1;2;6;74;1.02;1.4;13.77;0;N
5545;24;1387.15;12;3;13;74;0;1.7;0;0;N
5546;31;2656.07;1;1;7;24;0;2;0;0;N
5547;35;610.67;10;2;12;77;0;0.85;0;0.81;N
5548;29;1638.76;13;1;8;28;0;1.67;0;8.36;N
5549;44;1499.51;1;1;7;25;0;1.6;0;41.27;N
5550;46;1745.59;1;2;9;47;20.07;2;288.42;108.48;N
5551;32;2562.76;16;2;11;62;0;1;0;0;N
5552;30;1874.74;1;2;8;75;0;1;0;20.13;N
5553;28;1778.72;10;2;11;60;0;0.91;0;5.34;N
5554;41;5145.97;1;2;12;21;0;1;0;0;N
5555;27;1256.11;1;2;7;28;60.98;1;1123.51;0;N
5556;18;150.29;1;1;6;3;0;2.67;0;0;O
5557;25;720.53;1;2;9;19;0;1.43;0;0;O
