income;logincome;sqrtincome
1013.78;6.92;31.84
44.7;3.82;6.69
100.95;4.62;10.05
1689.95;7.43;41.11
1730.18;7.46;41.6
2121.03;7.66;46.05
622.48;6.44;24.95
2611.14;7.87;51.1
2326.64;7.75;48.24
1637.73;7.4;40.47
1285.14;7.16;35.85
1415.16;7.26;37.62
3620.77;8.19;60.17
2443.3;7.8;49.43
1751.42;7.47;41.85
1273.95;7.15;35.69
1378.05;7.23;37.12
1938.97;7.57;44.03
2589.83;7.86;50.89
3060.95;8.03;55.33
1622.82;7.39;40.28
1417.84;7.26;37.65
3221.59;8.08;56.76
2018.19;7.61;44.92
2561.44;7.85;50.61
4359.87;8.38;66.03
2310.63;7.75;48.07
1621.18;7.39;40.26
1145.81;7.04;33.85
3092.45;8.04;55.61
2857.5;7.96;53.46
1381.15;7.23;37.16
8593.15;9.06;92.7
1222.21;7.11;34.96
3380.08;8.13;58.14
3756.85;8.23;61.29
2296.17;7.74;47.92
4230.8;8.35;65.04
277;5.63;16.64
1388;7.24;37.26
2347.75;7.76;48.45
1489.84;7.31;38.6
3237.79;8.08;56.9
3672.04;8.21;60.6
1636.39;7.4;40.45
2071.85;7.64;45.52
3432.49;8.14;58.59
3467.18;8.15;58.88
2455.92;7.81;49.56
4094.56;8.32;63.99
3704.98;8.22;60.87
3289.15;8.1;57.35
1443.99;7.28;38
2922.47;7.98;54.06
1488.07;7.31;38.58
5190.23;8.55;72.04
3280.07;8.1;57.27
1365.72;7.22;36.96
1374.73;7.23;37.08
1347.58;7.21;36.71
5458.8;8.61;73.88
1269.89;7.15;35.64
1347.27;7.21;36.71
1496;7.31;38.68
2487.05;7.82;49.87
1762.76;7.48;41.99
1432.78;7.27;37.85
2478.83;7.82;49.79
10883.88;9.3;104.33
2002.45;7.6;44.75
1216.2;7.1;34.87
971.65;6.88;31.17
2705.58;7.9;52.02
2670.79;7.89;51.68
1776.45;7.48;42.15
2441.06;7.8;49.41
2567.66;7.85;50.67
2566.23;7.85;50.66
770.21;6.65;27.75
2008.43;7.61;44.82
888.43;6.79;29.81
1643.92;7.41;40.55
1441.63;7.27;37.97
2189.37;7.69;46.79
1814.23;7.5;42.59
1632.92;7.4;40.41
2914.76;7.98;53.99
1235.58;7.12;35.15
1642.33;7.4;40.53
3050.96;8.02;55.24
1462.77;7.29;38.25
1030.15;6.94;32.1
959.56;6.87;30.98
2846.66;7.95;53.35
1441.68;7.27;37.97
1770.82;7.48;42.08
496.8;6.21;22.29
1461.66;7.29;38.23
1837.5;7.52;42.87
1163.4;7.06;34.11
3160.31;8.06;56.22
2440.05;7.8;49.4
2281.67;7.73;47.77
1854;7.53;43.06
3866.44;8.26;62.18
2034.66;7.62;45.11
3887.05;8.27;62.35
1923.96;7.56;43.86
1352.94;7.21;36.78
932.94;6.84;30.54
1019.4;6.93;31.93
829.34;6.72;28.8
6247.77;8.74;79.04
1527.88;7.33;39.09
3318.4;8.11;57.61
1407.57;7.25;37.52
983.23;6.89;31.36
2188.63;7.69;46.78
5890.35;8.68;76.75
1414.34;7.26;37.61
11128.47;9.32;105.49
5657.11;8.64;75.21
5508.87;8.61;74.22
2304.44;7.74;48
2052.5;7.63;45.3
3618.36;8.19;60.15
1502.92;7.32;38.77
1539.26;7.34;39.23
1298.33;7.17;36.03
521.78;6.26;22.84
1931.07;7.57;43.94
1982.26;7.59;44.52
2456.35;7.81;49.56
1321.19;7.19;36.35
2293.49;7.74;47.89
997.77;6.91;31.59
1791.52;7.49;42.33
4476.7;8.41;66.91
1708.98;7.44;41.34
2963.37;7.99;54.44
69.26;4.25;8.32
675.86;6.52;26
1279.74;7.16;35.77
322.82;5.78;17.97
3491.31;8.16;59.09
2341.49;7.76;48.39
1697.11;7.44;41.2
1103.42;7.01;33.22
2568.95;7.85;50.68
859.39;6.76;29.32
1456.88;7.28;38.17
2538.04;7.84;50.38
1565.65;7.36;39.57
3006.13;8.01;54.83
1661.37;7.42;40.76
1587.47;7.37;39.84
2156.78;7.68;46.44
3582.78;8.18;59.86
928.84;6.84;30.48
1276.33;7.15;35.73
2881.48;7.97;53.68
1751.69;7.47;41.85
3714.52;8.22;60.95
1103.65;7.01;33.22
3302.65;8.1;57.47
759.69;6.63;27.56
1247.34;7.13;35.32
4115.07;8.32;64.15
1113.24;7.02;33.37
1339.81;7.2;36.6
1744.87;7.47;41.77
3372.93;8.12;58.08
2394.39;7.78;48.93
2189.84;7.69;46.8
2863.48;7.96;53.51
1172.35;7.07;34.24
3115.31;8.04;55.82
2663.45;7.89;51.61
1838.41;7.52;42.88
1530.79;7.33;39.13
1421.67;7.26;37.71
571.29;6.35;23.9
4623.84;8.44;68
3856.95;8.26;62.1
1330.41;7.19;36.47
700.84;6.55;26.47
2850.02;7.96;53.39
305.71;5.73;17.48
3168.02;8.06;56.29
2860.78;7.96;53.49
2225.35;7.71;47.17
1710.29;7.45;41.36
3170.37;8.06;56.31
3523.62;8.17;59.36
2530.28;7.84;50.3
3388.32;8.13;58.21
758.94;6.63;27.55
1712.29;7.45;41.38
822.56;6.71;28.68
972.88;6.88;31.19
1577.01;7.36;39.71
1722.11;7.45;41.5
2235.77;7.71;47.28
2565.15;7.85;50.65
1542.3;7.34;39.27
1782.39;7.49;42.22
789.51;6.67;28.1
246.89;5.51;15.71
3761.81;8.23;61.33
936.01;6.84;30.59
1836.93;7.52;42.86
2443.83;7.8;49.44
4013.23;8.3;63.35
1669.02;7.42;40.85
231.14;5.45;15.2
3562.96;8.18;59.69
343.84;5.84;18.54
3358.48;8.12;57.95
1588.71;7.37;39.86
1035.71;6.94;32.18
1251.23;7.13;35.37
2698.82;7.9;51.95
2313.99;7.75;48.1
1358.86;7.22;36.86
2102.64;7.65;45.85
2144.26;7.67;46.31
837.37;6.73;28.94
1740.07;7.46;41.71
2559.26;7.85;50.59
3295.46;8.1;57.41
2018.11;7.61;44.92
3037.48;8.02;55.11
1156.12;7.05;34
2069.03;7.64;45.49
517.05;6.25;22.74
898.77;6.8;29.98
1727.45;7.45;41.56
1336.99;7.2;36.56
1066.16;6.97;32.65
1504.19;7.32;38.78
5842.86;8.67;76.44
1436.28;7.27;37.9
2063.05;7.63;45.42
1020.48;6.93;31.95
2173.24;7.68;46.62
963.85;6.87;31.05
2701.91;7.9;51.98
1831.98;7.51;42.8
987.68;6.9;31.43
2436.12;7.8;49.36
1677.01;7.43;40.95
7253.65;8.89;85.17
3007.43;8.01;54.84
2115.13;7.66;45.99
1333.42;7.2;36.52
2136.94;7.67;46.23
2611.75;7.87;51.11
3003.57;8.01;54.8
3133.88;8.05;55.98
5967.97;8.69;77.25
1992.64;7.6;44.64
946.22;6.85;30.76
2374.04;7.77;48.72
1590.45;7.37;39.88
2842.51;7.95;53.32
1655.46;7.41;40.69
1788.11;7.49;42.29
1041.88;6.95;32.28
1630.19;7.4;40.38
1852.28;7.52;43.04
3055.8;8.03;55.28
2456.92;7.81;49.57
1581.25;7.37;39.76
1523.97;7.33;39.04
2348.08;7.76;48.46
347.33;5.85;18.64
2542.42;7.84;50.42
2094.04;7.65;45.76
1211.07;7.1;34.8
2689.78;7.9;51.86
2100.13;7.65;45.83
1239.94;7.12;35.21
1104.84;7.01;33.24
1607.96;7.38;40.1
2258.59;7.72;47.52
2504.12;7.83;50.04
3388.59;8.13;58.21
1920.85;7.56;43.83
2081.27;7.64;45.62
3032.23;8.02;55.07
5366.71;8.59;73.26
1824.31;7.51;42.71
2129.14;7.66;46.14
2223.54;7.71;47.15
1780.3;7.49;42.19
3867.14;8.26;62.19
2502.05;7.83;50.02
2471.56;7.81;49.71
1679.58;7.43;40.98
1979.86;7.59;44.5
4151.31;8.33;64.43
1216.09;7.1;34.87
2334.26;7.76;48.31
1184.98;7.08;34.42
3230.22;8.08;56.83
1284.75;7.16;35.84
3893.06;8.27;62.39
991.85;6.9;31.49
2421.27;7.79;49.21
2130.33;7.66;46.16
1902.93;7.55;43.62
1834.23;7.51;42.83
3831.37;8.25;61.9
644.73;6.47;25.39
1940.97;7.57;44.06
3002.97;8.01;54.8
647.28;6.47;25.44
2354.15;7.76;48.52
3440.58;8.14;58.66
3255.37;8.09;57.06
1911.33;7.56;43.72
2330.09;7.75;48.27
2285.98;7.73;47.81
1870.28;7.53;43.25
4770.69;8.47;69.07
869.23;6.77;29.48
1394.57;7.24;37.34
1420.94;7.26;37.7
2213.7;7.7;47.05
1788.12;7.49;42.29
1545.95;7.34;39.32
1245.15;7.13;35.29
1702.73;7.44;41.26
1425.73;7.26;37.76
2027.4;7.62;45.03
1503.91;7.32;38.78
556.8;6.32;23.6
3489.99;8.16;59.08
1202.96;7.09;34.68
2737.25;7.92;52.32
867.81;6.77;29.46
807.76;6.7;28.42
1728.02;7.46;41.57
1309.92;7.18;36.19
1804.72;7.5;42.48
1240.29;7.12;35.22
959.02;6.87;30.97
2282.31;7.73;47.77
1383.28;7.23;37.19
3820.64;8.25;61.81
2017.17;7.61;44.91
1131.97;7.03;33.64
2325.21;7.75;48.22
2376.24;7.77;48.75
4872.17;8.49;69.8
2266.13;7.73;47.6
2497.39;7.82;49.97
1543.94;7.34;39.29
1119.21;7.02;33.45
1231.19;7.12;35.09
1941.33;7.57;44.06
1393.75;7.24;37.33
2751.17;7.92;52.45
2194.61;7.69;46.85
1996.34;7.6;44.68
2993.71;8;54.71
1620;7.39;40.25
1736.73;7.46;41.67
2222.68;7.71;47.15
3211.4;8.07;56.67
4266.78;8.36;65.32
717.14;6.58;26.78
3652.23;8.2;60.43
1997.6;7.6;44.69
1033.75;6.94;32.15
1689.45;7.43;41.1
979.51;6.89;31.3
1637.23;7.4;40.46
999.36;6.91;31.61
1147.96;7.05;33.88
1303.8;7.17;36.11
1347.8;7.21;36.71
1931.43;7.57;43.95
1788.13;7.49;42.29
1089.69;6.99;33.01
1182.47;7.08;34.39
2354.94;7.76;48.53
3241.37;8.08;56.93
716.58;6.58;26.77
698.19;6.55;26.42
2864.6;7.96;53.52
2111.46;7.66;45.95
4083.51;8.31;63.9
3570.6;8.18;59.75
3501.08;8.16;59.17
1683.76;7.43;41.03
2699.28;7.9;51.95
2677.38;7.89;51.74
1633.28;7.4;40.41
2571.77;7.85;50.71
2310.98;7.75;48.07
1894.44;7.55;43.53
2100.28;7.65;45.83
2365.44;7.77;48.64
2397.5;7.78;48.96
3255.16;8.09;57.05
3285.49;8.1;57.32
3124.15;8.05;55.89
1850.32;7.52;43.02
2587.95;7.86;50.87
2388.18;7.78;48.87
1375.08;7.23;37.08
1664.44;7.42;40.8
2289.66;7.74;47.85
10227.91;9.23;101.13
1706.88;7.44;41.31
1280.39;7.16;35.78
3434.12;8.14;58.6
2208.61;7.7;47
4047.66;8.31;63.62
1859.62;7.53;43.12
1709.6;7.44;41.35
1550.02;7.35;39.37
2586.74;7.86;50.86
2387.12;7.78;48.86
1109.27;7.01;33.31
326.71;5.79;18.08
448.49;6.11;21.18
1672.21;7.42;40.89
1572.45;7.36;39.65
1054.19;6.96;32.47
1216.85;7.1;34.88
1058.74;6.97;32.54
618.37;6.43;24.87
1307.14;7.18;36.15
1934.8;7.57;43.99
1813.96;7.5;42.59
1132.38;7.03;33.65
2405.49;7.79;49.05
1287.85;7.16;35.89
309.9;5.74;17.6
3510.58;8.16;59.25
1230.24;7.12;35.07
180.46;5.2;13.43
2317.29;7.75;48.14
1580.36;7.37;39.75
2587.18;7.86;50.86
2245.94;7.72;47.39
2886.1;7.97;53.72
2745.58;7.92;52.4
3181.24;8.07;56.4
1331.55;7.19;36.49
5852.77;8.67;76.5
2809.35;7.94;53
1292.2;7.16;35.95
1340.86;7.2;36.62
1695.27;7.44;41.17
2484.94;7.82;49.85
1331.48;7.19;36.49
5240.02;8.56;72.39
2817.56;7.94;53.08
2871.58;7.96;53.59
2395.29;7.78;48.94
2007.54;7.61;44.81
80.64;4.4;8.98
694.29;6.54;26.35
394.47;5.98;19.86
2858.16;7.96;53.46
1437.33;7.27;37.91
3082.74;8.03;55.52
1042.61;6.95;32.29
1051.28;6.96;32.42
5498.41;8.61;74.15
1216.13;7.1;34.87
1231.16;7.12;35.09
1531.22;7.33;39.13
814.9;6.7;28.55
875.6;6.78;29.59
1481.12;7.3;38.49
1389.77;7.24;37.28
890.95;6.79;29.85
1970.22;7.59;44.39
1116.68;7.02;33.42
1722.07;7.45;41.5
642.54;6.47;25.35
3046.15;8.02;55.19
2261.78;7.72;47.56
2103.02;7.65;45.86
804.73;6.69;28.37
2911.56;7.98;53.96
3096.85;8.04;55.65
899.4;6.8;29.99
3060.58;8.03;55.32
1706.21;7.44;41.31
1494.91;7.31;38.66
799.1;6.68;28.27
859.46;6.76;29.32
987;6.9;31.42
1293.1;7.17;35.96
1252.14;7.13;35.39
1420.99;7.26;37.7
1322.05;7.19;36.36
1748.12;7.47;41.81
4925.28;8.5;70.18
651.24;6.48;25.52
2487.23;7.82;49.87
248.46;5.52;15.76
1195.02;7.09;34.57
1187.53;7.08;34.46
1903.14;7.55;43.62
427.7;6.06;20.68
377.24;5.94;19.42
3003.18;8.01;54.8
2189.02;7.69;46.79
2003.98;7.6;44.77
3340.47;8.11;57.8
1936.49;7.57;44.01
1809.69;7.5;42.54
2468.97;7.81;49.69
1529.37;7.33;39.11
1710.22;7.44;41.35
3390.93;8.13;58.23
1547.77;7.35;39.34
1825.59;7.51;42.73
1712.46;7.45;41.38
1795.75;7.49;42.38
2044.22;7.62;45.21
1127.62;7.03;33.58
3578.78;8.18;59.82
2649.64;7.88;51.47
1854.2;7.53;43.06
2005.65;7.6;44.78
4350.96;8.38;65.96
3501.92;8.16;59.18
2038.25;7.62;45.15
3831.64;8.25;61.9
859.29;6.76;29.31
2544.49;7.84;50.44
1663.98;7.42;40.79
2300.46;7.74;47.96
975.32;6.88;31.23
4684.71;8.45;68.44
1622.57;7.39;40.28
1415.99;7.26;37.63
956.64;6.86;30.93
2073.96;7.64;45.54
961.69;6.87;31.01
2367.59;7.77;48.66
1815.33;7.5;42.61
1375.62;7.23;37.09
2151.64;7.67;46.39
2324.57;7.75;48.21
3116.53;8.04;55.83
1686.61;7.43;41.07
4132.43;8.33;64.28
1328.9;7.19;36.45
1195.57;7.09;34.58
2606.54;7.87;51.05
1666.05;7.42;40.82
1768.27;7.48;42.05
1661.63;7.42;40.76
2047.02;7.62;45.24
2360.72;7.77;48.59
1698.51;7.44;41.21
3390.09;8.13;58.22
2036.09;7.62;45.12
2389.83;7.78;48.89
3628.13;8.2;60.23
2158.07;7.68;46.46
916.57;6.82;30.27
1601.5;7.38;40.02
2671.5;7.89;51.69
2513.79;7.83;50.14
3798.85;8.24;61.63
1718.64;7.45;41.46
3137.9;8.05;56.02
452.66;6.12;21.28
1851.6;7.52;43.03
1965.85;7.58;44.34
765.4;6.64;27.67
2107;7.65;45.9
2956.47;7.99;54.37
2519.83;7.83;50.2
3513.59;8.16;59.28
2560.27;7.85;50.6
2524.18;7.83;50.24
1049.75;6.96;32.4
2506.59;7.83;50.07
1978.86;7.59;44.48
1260.7;7.14;35.51
1569.07;7.36;39.61
2343.69;7.76;48.41
3175.21;8.06;56.35
1132.63;7.03;33.65
1080.4;6.99;32.87
2183.35;7.69;46.73
2074.84;7.64;45.55
2535;7.84;50.35
2050.12;7.63;45.28
774.87;6.65;27.84
1584.98;7.37;39.81
309.53;5.74;17.59
1959.91;7.58;44.27
3076.27;8.03;55.46
163.94;5.11;12.8
1581.81;7.37;39.77
2447.51;7.8;49.47
2012.35;7.61;44.86
3393.08;8.13;58.25
2687.82;7.9;51.84
1787.1;7.49;42.27
2701.51;7.9;51.98
2048.79;7.63;45.26
1259.21;7.14;35.49
2628.07;7.87;51.26
798.85;6.68;28.26
1278.42;7.15;35.76
988.55;6.9;31.44
4136.28;8.33;64.31
2750.99;7.92;52.45
4324.26;8.37;65.76
2882.21;7.97;53.69
1690.33;7.43;41.11
1978.08;7.59;44.48
136.6;4.92;11.69
2883.95;7.97;53.7
6078.72;8.71;77.97
890.94;6.79;29.85
2134.08;7.67;46.2
6529.55;8.78;80.81
2672.76;7.89;51.7
1866.53;7.53;43.2
1722.41;7.45;41.5
1809.28;7.5;42.54
921.05;6.83;30.35
2796.49;7.94;52.88
3291.74;8.1;57.37
2016.4;7.61;44.9
4188.39;8.34;64.72
1443.6;7.28;37.99
4908.86;8.5;70.06
3297.84;8.1;57.43
5917.3;8.69;76.92
1412.88;7.25;37.59
1087.97;6.99;32.98
2647.5;7.88;51.45
1315.85;7.18;36.27
1090.51;7;33.02
2555.4;7.85;50.55
3204.21;8.07;56.61
1659.4;7.41;40.74
960.39;6.87;30.99
1531.38;7.33;39.13
2248.11;7.72;47.41
2449.78;7.8;49.5
1979.68;7.59;44.49
742.19;6.61;27.24
810.58;6.7;28.47
661.47;6.5;25.72
1829.28;7.51;42.77
2039.65;7.62;45.16
3166.97;8.06;56.28
1856.09;7.53;43.08
3012.82;8.01;54.89
2504.13;7.83;50.04
1437.84;7.27;37.92
1525.91;7.33;39.06
2199.73;7.7;46.9
3880.8;8.26;62.3
2630.35;7.88;51.29
1198.16;7.09;34.61
1739.2;7.46;41.7
1796.97;7.49;42.39
1209.38;7.1;34.78
5595.93;8.63;74.81
1870.13;7.53;43.25
2234.98;7.71;47.28
820.62;6.71;28.65
4366.36;8.38;66.08
2830.22;7.95;53.2
3942.38;8.28;62.79
2868.68;7.96;53.56
1199.47;7.09;34.63
2462.82;7.81;49.63
606.27;6.41;24.62
1544.02;7.34;39.29
1577.64;7.36;39.72
1413.69;7.25;37.6
1699.63;7.44;41.23
0;0;0
862.61;6.76;29.37
2401.78;7.78;49.01
2781.57;7.93;52.74
901;6.8;30.02
2842.46;7.95;53.31
1758.34;7.47;41.93
924.26;6.83;30.4
2144.18;7.67;46.31
305.77;5.73;17.49
1247.05;7.13;35.31
2983.18;8;54.62
3890.79;8.27;62.38
3786.51;8.24;61.53
3578.16;8.18;59.82
1706.78;7.44;41.31
1488.78;7.31;38.58
2043.89;7.62;45.21
1613.48;7.39;40.17
2677.04;7.89;51.74
2178.13;7.69;46.67
1241.98;7.13;35.24
1488.82;7.31;38.59
1031.46;6.94;32.12
986.85;6.9;31.41
1306.55;7.18;36.15
2593.06;7.86;50.92
2957.29;7.99;54.38
2667.38;7.89;51.65
1687.74;7.43;41.08
2040.38;7.62;45.17
2642.01;7.88;51.4
366.73;5.91;19.15
2523.11;7.83;50.23
2092.16;7.65;45.74
151.18;5.03;12.3
2008.35;7.61;44.81
2218.28;7.7;47.1
194.3;5.27;13.94
3756.95;8.23;61.29
1281.16;7.16;35.79
865;6.76;29.41
2602.53;7.86;51.02
748.59;6.62;27.36
488.18;6.19;22.09
610.35;6.42;24.71
4753.94;8.47;68.95
1694.92;7.44;41.17
2188.1;7.69;46.78
860.49;6.76;29.33
2084.2;7.64;45.65
5176.77;8.55;71.95
1663.24;7.42;40.78
2429.46;7.8;49.29
265.14;5.58;16.28
5497.38;8.61;74.14
3924.79;8.28;62.65
2539.37;7.84;50.39
4512.42;8.41;67.17
3738;8.23;61.14
1928.3;7.56;43.91
3631.59;8.2;60.26
1058.08;6.97;32.53
3594.44;8.19;59.95
1109.75;7.01;33.31
1700.55;7.44;41.24
1709.95;7.44;41.35
1611.28;7.39;40.14
1847.75;7.52;42.99
2686.07;7.9;51.83
1446.74;7.28;38.04
1283.92;7.16;35.83
440.66;6.09;20.99
2274.41;7.73;47.69
1872.27;7.54;43.27
1788.05;7.49;42.29
906.56;6.81;30.11
2429.24;7.8;49.29
383.79;5.95;19.59
5551.61;8.62;74.51
2450.16;7.8;49.5
1621.62;7.39;40.27
2593.51;7.86;50.93
3407.13;8.13;58.37
1086.28;6.99;32.96
3703.21;8.22;60.85
1636.55;7.4;40.45
1984.58;7.59;44.55
1912.59;7.56;43.73
5042.48;8.53;71.01
1995.81;7.6;44.67
3317.57;8.11;57.6
1553.16;7.35;39.41
1162.39;7.06;34.09
2703.3;7.9;51.99
2485.66;7.82;49.86
3315.43;8.11;57.58
568.16;6.34;23.84
1654.57;7.41;40.68
2550.56;7.84;50.5
953.93;6.86;30.89
940.82;6.85;30.67
864.99;6.76;29.41
5801.88;8.67;76.17
3373.05;8.12;58.08
2392.76;7.78;48.92
2306.54;7.74;48.03
2082.55;7.64;45.63
1568.64;7.36;39.61
4442.34;8.4;66.65
2103.84;7.65;45.87
664.2;6.5;25.77
3155.47;8.06;56.17
2366.26;7.77;48.64
3959.55;8.28;62.92
974.59;6.88;31.22
1984.08;7.59;44.54
2302.84;7.74;47.99
351.88;5.87;18.76
1002.56;6.91;31.66
1898.32;7.55;43.57
500.48;6.22;22.37
816.33;6.71;28.57
849.79;6.75;29.15
2539.05;7.84;50.39
4689.34;8.45;68.48
2477.3;7.82;49.77
2273.88;7.73;47.69
2772.95;7.93;52.66
3394.59;8.13;58.26
1744.93;7.47;41.77
4495.54;8.41;67.05
2979.22;8;54.58
3123.5;8.05;55.89
714.87;6.57;26.74
1367.76;7.22;36.98
3016.73;8.01;54.92
1428.45;7.27;37.79
1249.8;7.13;35.35
5137.96;8.54;71.68
4674.51;8.45;68.37
2366.48;7.77;48.65
867.57;6.77;29.45
3523.69;8.17;59.36
3028.35;8.02;55.03
3249.77;8.09;57.01
2270.75;7.73;47.65
1953.96;7.58;44.2
1315.6;7.18;36.27
1788.49;7.49;42.29
1346.16;7.21;36.69
1487.13;7.31;38.56
3174.71;8.06;56.34
2195.39;7.69;46.85
2544.32;7.84;50.44
2395.56;7.78;48.94
2418.8;7.79;49.18
2815.98;7.94;53.07
1110.11;7.01;33.32
3337.79;8.11;57.77
2187.35;7.69;46.77
2124.6;7.66;46.09
2779.71;7.93;52.72
1286.26;7.16;35.86
2381.65;7.78;48.8
2129.7;7.66;46.15
2576.52;7.85;50.76
2045.07;7.62;45.22
965.59;6.87;31.07
2934.74;7.98;54.17
1596.32;7.38;39.95
2734.69;7.91;52.29
1782.43;7.49;42.22
3654.1;8.2;60.45
2776.18;7.93;52.69
2415.14;7.79;49.14
2120.33;7.66;46.05
945.45;6.85;30.75
1492.31;7.31;38.63
1904.5;7.55;43.64
4399.11;8.39;66.33
3890.75;8.27;62.38
6762.03;8.82;82.23
1629.67;7.4;40.37
1634.52;7.4;40.43
2075.74;7.64;45.56
1683.15;7.43;41.03
888.2;6.79;29.8
407.35;6.01;20.18
1559.68;7.35;39.49
1467.42;7.29;38.31
1831.4;7.51;42.79
5957.48;8.69;77.18
6.31;1.99;2.51
1734.23;7.46;41.64
1904.89;7.55;43.64
1192.31;7.08;34.53
2253.32;7.72;47.47
1282.8;7.16;35.82
1787.88;7.49;42.28
2221.1;7.71;47.13
2272.7;7.73;47.67
1741.56;7.46;41.73
2625.49;7.87;51.24
2846.31;7.95;53.35
1039.26;6.95;32.24
3140.27;8.05;56.04
1375.62;7.23;37.09
2451.85;7.81;49.52
3048.53;8.02;55.21
2403.09;7.78;49.02
2444.66;7.8;49.44
2469.71;7.81;49.7
1585.51;7.37;39.82
10774.26;9.29;103.8
1824.74;7.51;42.72
1314.39;7.18;36.25
5174.09;8.55;71.93
1618.44;7.39;40.23
2719.01;7.91;52.14
1612.75;7.39;40.16
242.43;5.49;15.57
2985.64;8;54.64
694.56;6.54;26.35
2843.69;7.95;53.33
1989.59;7.6;44.6
2215.46;7.7;47.07
2565.82;7.85;50.65
984.41;6.89;31.38
2632.71;7.88;51.31
1808.48;7.5;42.53
630.97;6.45;25.12
7001.28;8.85;83.67
3585.7;8.18;59.88
1208.35;7.1;34.76
774.49;6.65;27.83
1886.56;7.54;43.43
3892.72;8.27;62.39
4251.26;8.36;65.2
1938.78;7.57;44.03
4191.12;8.34;64.74
3082.67;8.03;55.52
3621.51;8.19;60.18
3601.29;8.19;60.01
2201.27;7.7;46.92
1372.31;7.22;37.04
1127.92;7.03;33.58
2048.77;7.63;45.26
1563.01;7.36;39.53
1290.09;7.16;35.92
3539.94;8.17;59.5
7504.6;8.92;86.63
2633.43;7.88;51.32
6473.14;8.78;80.46
2889.33;7.97;53.75
4184.34;8.34;64.69
2093.37;7.65;45.75
2756.94;7.92;52.51
2692.61;7.9;51.89
3082.65;8.03;55.52
616.98;6.43;24.84
5373.81;8.59;73.31
4226.33;8.35;65.01
940.81;6.85;30.67
2196.1;7.69;46.86
555;6.32;23.56
3919.98;8.27;62.61
1714.62;7.45;41.41
1505.59;7.32;38.8
802.03;6.69;28.32
1752.83;7.47;41.87
2040.83;7.62;45.18
1338.44;7.2;36.58
2665.77;7.89;51.63
3478.02;8.15;58.97
1775.73;7.48;42.14
1373.1;7.23;37.06
2264.93;7.73;47.59
3216.08;8.08;56.71
660.86;6.5;25.71
1160.39;7.06;34.06
412.01;6.02;20.3
1563.52;7.36;39.54
1996.78;7.6;44.69
3850.73;8.26;62.05
1816.26;7.51;42.62
2968.79;8;54.49
1414.2;7.26;37.61
2148.29;7.67;46.35
1274.8;7.15;35.7
1960.32;7.58;44.28
1625.88;7.39;40.32
6384.64;8.76;79.9
1437.7;7.27;37.92
3604.82;8.19;60.04
1496.81;7.31;38.69
1719.48;7.45;41.47
1397.92;7.24;37.39
1184.09;7.08;34.41
2679.66;7.89;51.77
2277.88;7.73;47.73
1930.86;7.57;43.94
1752.36;7.47;41.86
2633.52;7.88;51.32
1452.63;7.28;38.11
2067.76;7.63;45.47
1632.61;7.4;40.41
871.25;6.77;29.52
1455.88;7.28;38.16
2746.22;7.92;52.4
719.44;6.58;26.82
2218.41;7.7;47.1
3013.86;8.01;54.9
1133.42;7.03;33.67
966.09;6.87;31.08
3685.35;8.21;60.71
866.63;6.77;29.44
2429.68;7.8;49.29
1011.09;6.92;31.8
965.03;6.87;31.06
574.04;6.35;23.96
2598.48;7.86;50.98
3642.47;8.2;60.35
2075.45;7.64;45.56
1730.92;7.46;41.6
1375.02;7.23;37.08
1228.49;7.11;35.05
1993.94;7.6;44.65
1952.84;7.58;44.19
1318.95;7.19;36.32
1686.42;7.43;41.07
873.13;6.77;29.55
2558.09;7.85;50.58
583.2;6.37;24.15
2063.31;7.63;45.42
2357.02;7.77;48.55
1163.89;7.06;34.12
1463.68;7.29;38.26
2046.27;7.62;45.24
3365.07;8.12;58.01
2755.59;7.92;52.49
1509.63;7.32;38.85
1439.39;7.27;37.94
3532.03;8.17;59.43
1157.15;7.05;34.02
1341.36;7.2;36.62
1856.42;7.53;43.09
2552.41;7.85;50.52
1559.07;7.35;39.49
165.53;5.12;12.87
2336.7;7.76;48.34
672.4;6.51;25.93
2194.5;7.69;46.85
4291.29;8.36;65.51
1497.88;7.31;38.7
1587.32;7.37;39.84
1419.06;7.26;37.67
66.91;4.22;8.18
2264.52;7.73;47.59
4442.97;8.4;66.66
1843.7;7.52;42.94
3568.06;8.18;59.73
1393.26;7.24;37.33
1396.98;7.24;37.38
2044.93;7.62;45.22
2022.36;7.61;44.97
1167.15;7.06;34.16
1385;7.23;37.22
3032.05;8.02;55.06
1041.15;6.95;32.27
3055.68;8.03;55.28
3399.28;8.13;58.3
951.65;6.86;30.85
1237.49;7.12;35.18
576.95;6.36;24.02
2029.64;7.62;45.05
1349.37;7.21;36.73
2185.31;7.69;46.75
1877.88;7.54;43.33
2493.87;7.82;49.94
2623.1;7.87;51.22
1801.13;7.5;42.44
2180.53;7.69;46.7
3128.44;8.05;55.93
3035.08;8.02;55.09
2237.24;7.71;47.3
1093.02;7;33.06
2367.84;7.77;48.66
2416.27;7.79;49.16
4056.11;8.31;63.69
3714.58;8.22;60.95
4284.03;8.36;65.45
2667.35;7.89;51.65
2430.03;7.8;49.3
3684.69;8.21;60.7
1483.34;7.3;38.51
1523.78;7.33;39.04
2516.72;7.83;50.17
1806;7.5;42.5
1165.6;7.06;34.14
1561.32;7.35;39.51
1473.72;7.3;38.39
714.75;6.57;26.73
